,timestamp,reading
422,2022-02-15 18:00:00,1984
423,2022-02-15 21:00:00,1612
424,2022-02-16 00:00:00,1971
425,2022-02-16 04:00:00,1641
426,2022-02-16 08:00:00,1628
427,2022-02-16 09:00:00,1592
428,2022-02-16 12:00:00,1413
429,2022-02-16 14:00:00,1619
430,2022-02-16 17:00:00,1449
431,2022-02-16 20:00:00,1172
432,2022-02-17 00:00:00,1417
433,2022-02-17 02:00:00,1770
434,2022-02-17 04:00:00,1712
435,2022-02-17 08:00:00,1973
436,2022-02-17 10:00:00,1147
437,2022-02-17 13:00:00,1329
438,2022-02-17 15:00:00,1409
439,2022-02-17 19:00:00,1065
440,2022-02-17 23:00:00,1769
441,2022-02-18 00:00:00,1006
442,2022-02-18 03:00:00,1648
443,2022-02-18 06:00:00,1553
444,2022-02-18 09:00:00,1213
445,2022-02-18 10:00:00,1299
446,2022-02-18 14:00:00,1650
447,2022-02-18 15:00:00,1333
448,2022-02-18 17:00:00,1869
449,2022-02-18 19:00:00,1130
450,2022-02-18 21:00:00,1679
451,2022-02-18 22:00:00,1329
452,2022-02-18 23:00:00,1627
453,2022-02-19 02:00:00,1776
454,2022-02-19 04:00:00,1389
455,2022-02-19 05:00:00,1388
456,2022-02-19 07:00:00,1760
457,2022-02-19 09:00:00,1694
458,2022-02-19 10:00:00,1063
459,2022-02-19 14:00:00,1158
460,2022-02-19 15:00:00,1934
461,2022-02-19 18:00:00,1769
462,2022-02-19 21:00:00,1931
463,2022-02-19 22:00:00,1685
464,2022-02-20 02:00:00,1466
465,2022-02-20 03:00:00,1383
466,2022-02-20 04:00:00,1000
467,2022-02-20 05:00:00,1892
468,2022-02-20 06:00:00,1773
469,2022-02-20 09:00:00,1555
470,2022-02-20 10:00:00,1269
471,2022-02-20 12:00:00,1999
472,2022-02-20 16:00:00,1311
473,2022-02-20 20:00:00,1034
474,2022-02-20 23:00:00,1600
475,2022-02-21 00:00:00,1149
476,2022-02-21 02:00:00,1448
477,2022-02-21 04:00:00,1622
478,2022-02-21 07:00:00,1195
479,2022-02-21 10:00:00,1236
480,2022-02-21 11:00:00,1796
481,2022-02-21 12:00:00,1897
482,2022-02-21 15:00:00,1180
483,2022-02-21 16:00:00,1082
484,2022-02-21 18:00:00,1990
485,2022-02-21 21:00:00,1633
486,2022-02-21 22:00:00,1018
487,2022-02-22 00:00:00,1064
488,2022-02-22 04:00:00,1851
489,2022-02-22 07:00:00,1693
490,2022-02-22 09:00:00,1108
491,2022-02-22 13:00:00,1654
492,2022-02-22 14:00:00,1987
493,2022-02-22 18:00:00,1202
494,2022-02-22 19:00:00,1417
495,2022-02-22 21:00:00,1734
496,2022-02-23 01:00:00,1128
497,2022-02-23 02:00:00,1130
498,2022-02-23 03:00:00,1842
499,2022-02-23 04:00:00,1136
500,2022-02-23 07:00:00,1464
501,2022-02-23 10:00:00,1337
502,2022-02-23 11:00:00,1687
503,2022-02-23 15:00:00,1537
504,2022-02-23 16:00:00,1639
505,2022-02-23 20:00:00,1377
506,2022-02-23 22:00:00,1104
507,2022-02-24 00:00:00,1464
508,2022-02-24 04:00:00,1976
509,2022-02-24 06:00:00,1678
510,2022-02-24 10:00:00,1815
511,2022-02-24 12:00:00,1111
512,2022-02-24 15:00:00,1070
513,2022-02-24 17:00:00,1331
514,2022-02-24 21:00:00,1011
515,2022-02-25 01:00:00,1276
516,2022-02-25 05:00:00,1825
517,2022-02-25 09:00:00,1578
518,2022-02-25 11:00:00,1573
519,2022-02-25 15:00:00,1366
520,2022-02-25 16:00:00,1110
521,2022-02-25 20:00:00,1231
522,2022-02-25 22:00:00,1480
523,2022-02-26 00:00:00,1910
524,2022-02-26 01:00:00,1763
525,2022-02-26 04:00:00,1337
526,2022-02-26 06:00:00,1555
527,2022-02-26 08:00:00,1870
528,2022-02-26 09:00:00,1946
529,2022-02-26 13:00:00,1174
530,2022-02-26 14:00:00,1518
531,2022-02-26 17:00:00,1078
532,2022-02-26 19:00:00,1823
533,2022-02-26 21:00:00,1875
534,2022-02-27 00:00:00,1254
535,2022-02-27 03:00:00,1385
536,2022-02-27 07:00:00,1973
537,2022-02-27 11:00:00,1246
538,2022-02-27 14:00:00,1587
539,2022-02-27 18:00:00,1849
540,2022-02-27 19:00:00,1634
541,2022-02-27 20:00:00,1581
542,2022-02-28 00:00:00,1476
543,2022-02-28 01:00:00,1642
544,2022-02-28 03:00:00,1536
545,2022-02-28 07:00:00,1357
546,2022-02-28 11:00:00,1678
547,2022-02-28 14:00:00,1843
548,2022-02-28 18:00:00,1061
549,2022-02-28 21:00:00,1668
550,2022-02-28 22:00:00,1329
551,2022-02-28 23:00:00,1908
552,2022-03-01 02:00:00,1986
553,2022-03-01 04:00:00,1805
554,2022-03-01 08:00:00,1690
555,2022-03-01 11:00:00,1957
556,2022-03-01 13:00:00,1245
557,2022-03-01 17:00:00,1829
558,2022-03-01 18:00:00,1919
559,2022-03-01 22:00:00,1928
560,2022-03-02 00:00:00,1488
561,2022-03-02 02:00:00,1293
562,2022-03-02 04:00:00,1728
563,2022-03-02 07:00:00,1346
564,2022-03-02 08:00:00,1842
565,2022-03-02 10:00:00,1672
566,2022-03-02 13:00:00,1498
567,2022-03-02 16:00:00,1018
568,2022-03-02 17:00:00,1481
569,2022-03-02 21:00:00,1604
570,2022-03-03 01:00:00,1406
571,2022-03-03 02:00:00,1986
572,2022-03-03 03:00:00,1786
573,2022-03-03 04:00:00,1051
574,2022-03-03 08:00:00,1866
575,2022-03-03 09:00:00,1499
576,2022-03-03 13:00:00,1836
577,2022-03-03 17:00:00,1068
578,2022-03-03 18:00:00,1822
579,2022-03-03 22:00:00,1831
580,2022-03-04 01:00:00,1271
581,2022-03-04 04:00:00,1077
582,2022-03-04 05:00:00,1748
583,2022-03-04 06:00:00,1542
584,2022-03-04 08:00:00,1912
585,2022-03-04 11:00:00,1895
586,2022-03-04 15:00:00,1187
587,2022-03-04 19:00:00,1479
588,2022-03-04 20:00:00,1754
589,2022-03-04 22:00:00,1529
590,2022-03-05 02:00:00,1290
591,2022-03-05 04:00:00,1506
592,2022-03-05 07:00:00,1078
593,2022-03-05 11:00:00,1242
594,2022-03-05 12:00:00,1485
595,2022-03-05 14:00:00,1626
596,2022-03-05 16:00:00,1574
597,2022-03-05 18:00:00,1969
598,2022-03-05 20:00:00,1977
599,2022-03-05 21:00:00,1597
600,2022-03-05 22:00:00,1983
601,2022-03-06 00:00:00,1005
602,2022-03-06 04:00:00,1156
603,2022-03-06 07:00:00,1916
604,2022-03-06 09:00:00,1118
605,2022-03-06 11:00:00,1011
606,2022-03-06 13:00:00,1741
607,2022-03-06 17:00:00,1866
608,2022-03-06 19:00:00,1822
609,2022-03-06 20:00:00,1691
610,2022-03-07 00:00:00,1287
611,2022-03-07 04:00:00,1024
612,2022-03-07 06:00:00,1334
613,2022-03-07 09:00:00,1800
614,2022-03-07 13:00:00,1531
615,2022-03-07 17:00:00,1580
616,2022-03-07 20:00:00,1715
617,2022-03-07 22:00:00,1037
618,2022-03-08 01:00:00,1792
619,2022-03-08 03:00:00,1543
620,2022-03-08 07:00:00,1153
621,2022-03-08 09:00:00,1153
622,2022-03-08 10:00:00,1053
623,2022-03-08 13:00:00,1585
624,2022-03-08 17:00:00,1849
625,2022-03-08 18:00:00,1493
626,2022-03-08 21:00:00,1749
627,2022-03-09 00:00:00,1647
628,2022-03-09 01:00:00,1426
629,2022-03-09 04:00:00,1300
630,2022-03-09 06:00:00,1897
631,2022-03-09 08:00:00,1565
632,2022-03-09 10:00:00,1426
633,2022-03-09 12:00:00,1474
634,2022-03-09 16:00:00,1369
635,2022-03-09 18:00:00,1494
636,2022-03-09 21:00:00,1055
637,2022-03-10 01:00:00,1974
638,2022-03-10 04:00:00,1024
639,2022-03-10 05:00:00,1740
640,2022-03-10 06:00:00,1541
641,2022-03-10 07:00:00,1528
642,2022-03-10 08:00:00,1562
643,2022-03-10 09:00:00,1817
644,2022-03-10 10:00:00,1703
645,2022-03-10 11:00:00,1878
646,2022-03-10 12:00:00,1380
647,2022-03-10 14:00:00,1947
648,2022-03-10 18:00:00,1156
649,2022-03-10 20:00:00,1766
650,2022-03-10 21:00:00,1621
651,2022-03-10 23:00:00,1413
652,2022-03-11 03:00:00,1285
653,2022-03-11 05:00:00,1320
654,2022-03-11 06:00:00,1979
655,2022-03-11 08:00:00,1978
656,2022-03-11 10:00:00,1992
657,2022-03-11 11:00:00,1330
658,2022-03-11 14:00:00,1460
659,2022-03-11 16:00:00,1738
660,2022-03-11 19:00:00,1390
661,2022-03-11 20:00:00,1956
662,2022-03-12 00:00:00,1415
663,2022-03-12 01:00:00,1826
664,2022-03-12 05:00:00,1137
665,2022-03-12 06:00:00,1681
666,2022-03-12 10:00:00,1837
667,2022-03-12 12:00:00,1382
668,2022-03-12 16:00:00,1420
669,2022-03-12 20:00:00,1684
670,2022-03-13 00:00:00,1687
671,2022-03-13 01:00:00,1607
672,2022-03-13 02:00:00,1911
673,2022-03-13 05:00:00,1695
674,2022-03-13 09:00:00,1376
675,2022-03-13 13:00:00,1253
676,2022-03-13 14:00:00,1254
677,2022-03-13 17:00:00,1012
678,2022-03-13 21:00:00,1646
679,2022-03-13 23:00:00,1247
680,2022-03-14 03:00:00,1637
681,2022-03-14 05:00:00,1569
682,2022-03-14 07:00:00,1645
683,2022-03-14 11:00:00,1807
684,2022-03-14 13:00:00,1078
685,2022-03-14 16:00:00,1269
686,2022-03-14 18:00:00,1870
687,2022-03-14 20:00:00,1129
688,2022-03-14 22:00:00,1333
689,2022-03-15 02:00:00,1019
690,2022-03-15 04:00:00,1150
691,2022-03-15 08:00:00,1085
692,2022-03-15 10:00:00,1521
693,2022-03-15 14:00:00,1673
694,2022-03-15 18:00:00,1801
695,2022-03-15 19:00:00,1120
696,2022-03-15 22:00:00,1971
697,2022-03-16 00:00:00,1970
698,2022-03-16 04:00:00,1206
699,2022-03-16 05:00:00,1999
700,2022-03-16 07:00:00,1342
701,2022-03-16 08:00:00,1169
702,2022-03-16 12:00:00,1085
703,2022-03-16 16:00:00,1079
704,2022-03-16 17:00:00,1291
705,2022-03-16 18:00:00,1771
706,2022-03-16 19:00:00,1211
707,2022-03-16 22:00:00,1774
708,2022-03-16 23:00:00,1822
709,2022-03-17 03:00:00,1653
710,2022-03-17 06:00:00,1674
711,2022-03-17 07:00:00,1975
712,2022-03-17 09:00:00,1120
713,2022-03-17 11:00:00,1017
714,2022-03-17 14:00:00,1362
715,2022-03-17 17:00:00,1737
716,2022-03-17 21:00:00,1256
717,2022-03-17 23:00:00,1607
718,2022-03-18 03:00:00,1127
719,2022-03-18 06:00:00,1374
720,2022-03-18 10:00:00,1527
721,2022-03-18 11:00:00,1684
722,2022-03-18 13:00:00,1159
723,2022-03-18 17:00:00,1828
724,2022-03-18 20:00:00,1762
725,2022-03-18 21:00:00,1686
726,2022-03-18 22:00:00,1924
727,2022-03-19 00:00:00,1625
728,2022-03-19 03:00:00,1045
729,2022-03-19 07:00:00,1506
730,2022-03-19 10:00:00,1161
731,2022-03-19 14:00:00,1435
732,2022-03-19 18:00:00,1724
733,2022-03-19 22:00:00,1371
734,2022-03-20 01:00:00,1446
735,2022-03-20 03:00:00,1269
736,2022-03-20 05:00:00,1892
737,2022-03-20 07:00:00,1904
738,2022-03-20 11:00:00,1181
739,2022-03-20 15:00:00,1082
740,2022-03-20 16:00:00,1348
741,2022-03-20 18:00:00,1524
742,2022-03-20 21:00:00,1742
743,2022-03-21 01:00:00,1297
744,2022-03-21 04:00:00,1186
745,2022-03-21 07:00:00,1410
746,2022-03-21 09:00:00,1399
747,2022-03-21 12:00:00,1503
748,2022-03-21 15:00:00,1880
749,2022-03-21 16:00:00,1318
750,2022-03-21 19:00:00,1033
751,2022-03-21 22:00:00,1481
752,2022-03-22 02:00:00,1883
753,2022-03-22 05:00:00,1688
754,2022-03-22 06:00:00,1620
755,2022-03-22 07:00:00,1345
756,2022-03-22 11:00:00,1203
757,2022-03-22 15:00:00,1429
758,2022-03-22 19:00:00,1727
759,2022-03-22 20:00:00,1651
760,2022-03-23 00:00:00,1824
761,2022-03-23 01:00:00,1280
762,2022-03-23 03:00:00,1231
763,2022-03-23 05:00:00,1106
764,2022-03-23 07:00:00,1623
765,2022-03-23 09:00:00,1290
766,2022-03-23 12:00:00,1582
767,2022-03-23 16:00:00,1488
768,2022-03-23 19:00:00,1927
769,2022-03-23 23:00:00,1173
770,2022-03-24 00:00:00,1332
771,2022-03-24 02:00:00,1878
772,2022-03-24 04:00:00,1292
773,2022-03-24 06:00:00,1286
774,2022-03-24 07:00:00,1023
775,2022-03-24 11:00:00,1205
