,0
813,2
814,3
815,1
816,3
817,3
818,3
819,3
820,3
821,1
822,3
823,3
824,1
825,3
826,3
827,3
828,1
829,1
830,0
831,3
832,2
833,3
834,0
835,2
836,1
837,1
838,0
839,0
840,0
841,1
842,0
843,1
844,3
845,0
846,3
847,0
848,0
849,1
850,3
851,1
852,3
853,2
854,3
855,1
856,2
857,2
858,3
859,1
860,3
861,3
862,0
863,0
864,0
865,0
866,1
867,3
868,3
869,0
870,3
871,3
872,0
873,0
874,0
875,0
876,3
877,0
878,2
879,0
880,0
881,0
882,1
883,0
884,1
885,0
886,3
887,3
888,3
889,3
890,2
891,3
892,2
893,3
894,1
895,0
896,0
897,0
898,1
899,0
900,2
901,3
902,1
903,3
904,2
905,2
906,3
907,1
908,1
909,1
910,0
911,3
912,1
913,1
914,2
915,0
916,1
917,0
918,2
919,3
920,1
921,3
922,2
923,2
924,1
925,3
926,0
927,3
928,0
929,3
930,3
931,2
932,1
933,1
934,2
935,3
936,1
937,2
938,3
939,2
940,0
941,1
942,3
943,1
944,0
945,3
946,3
947,1
948,2
949,3
950,1
951,3
952,2
953,2
954,0
955,2
956,0
957,1
958,1
959,2
960,3
961,3
962,2
963,3
964,3
965,3
966,3
967,1
968,3
969,3
970,0
971,2
972,3
973,0
974,1
975,0
976,0
977,3
978,0
979,1
980,1
981,0
982,2
983,2
984,0
985,0
986,2
987,3
988,1
989,1
990,0
991,1
992,2
993,1
994,1
995,1
996,0
997,0
998,3
999,1
1000,3
1001,1
1002,0
1003,2
1004,2
1005,1
1006,1
1007,1
1008,1
1009,3
1010,3
1011,2
1012,0
1013,0
1014,1
1015,3
1016,2
1017,2
1018,0
1019,1
1020,3
1021,2
1022,2
1023,3
1024,1
1025,1
1026,2
1027,2
1028,3
1029,3
1030,1
1031,2
1032,0
1033,2
1034,2
1035,1
1036,1
1037,1
1038,3
1039,2
1040,3
1041,1
1042,2
1043,3
1044,3
1045,2
1046,1
1047,2
1048,2
1049,1
1050,3
1051,0
1052,0
1053,1
1054,3
1055,0
1056,3
1057,3
1058,1
1059,0
1060,1
1061,3
1062,3
1063,3
1064,0
1065,1
1066,0
1067,2
1068,3
1069,3
1070,1
1071,0
1072,3
1073,0
1074,0
1075,3
1076,2
1077,3
1078,2
1079,3
1080,1
1081,0
1082,3
1083,0
1084,1
1085,0
1086,0
1087,0
1088,0
1089,1
1090,0
1091,3
1092,0
1093,0
1094,0
1095,0
1096,3
1097,1
1098,0
1099,0
1100,0
1101,1
1102,1
1103,2
1104,1
1105,1
1106,1
1107,0
1108,3
1109,1
1110,3
1111,1
1112,0
1113,3
1114,1
1115,3
1116,3
1117,3
1118,0
1119,0
1120,2
1121,0
1122,3
1123,2
1124,2
1125,0
1126,1
1127,1
1128,1
1129,0
1130,1
1131,3
1132,1
1133,1
1134,0
1135,3
1136,0
1137,0
1138,0
1139,0
1140,3
1141,3
1142,1
1143,1
1144,1
1145,2
1146,0
1147,1
1148,3
1149,3
1150,3
1151,2
1152,1
1153,2
1154,0
1155,2
1156,2
1157,3
1158,2
1159,3
1160,2
1161,1
1162,0
1163,2
1164,2
1165,1
1166,0
1167,1
1168,3
1169,2
1170,1
1171,3
1172,1
1173,0
1174,2
1175,2
1176,3
1177,3
1178,1
1179,2
1180,1
1181,2
1182,0
1183,2
1184,3
1185,2
1186,0
1187,1
1188,1
1189,2
1190,3
1191,3
1192,1
1193,3
1194,0
1195,0
1196,2
1197,1
1198,2
1199,1
1200,0
1201,1
1202,2
1203,0
1204,1
1205,0
1206,1
1207,3
1208,1
1209,1
1210,1
1211,1
1212,0
1213,3
1214,0
1215,3
1216,0
1217,2
1218,1
1219,0
1220,3
1221,2
1222,0
1223,1
1224,1
1225,0
1226,2
1227,1
1228,3
1229,3
1230,1
1231,3
1232,2
1233,0
1234,3
1235,2
1236,1
1237,1
1238,2
1239,1
1240,0
1241,2
1242,2
1243,0
1244,2
1245,3
1246,3
1247,0
1248,3
1249,2
1250,3
1251,3
1252,0
1253,1
1254,1
1255,2
1256,2
1257,0
1258,2
1259,1
1260,3
1261,2
1262,0
1263,2
1264,3
1265,0
1266,1
1267,0
1268,0
1269,2
1270,0
1271,1
1272,0
1273,1
1274,2
1275,2
1276,3
1277,0
1278,1
1279,0
1280,3
1281,0
1282,1
1283,0
1284,1
1285,0
1286,1
1287,1
1288,0
1289,2
1290,1
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,3
1298,2
1299,3
1300,1
1301,3
1302,2
1303,1
1304,0
1305,2
1306,2
1307,2
1308,0
1309,1
1310,2
1311,2
1312,1
1313,0
1314,3
1315,3
1316,3
1317,0
1318,0
1319,0
1320,2
1321,3
1322,3
1323,3
1324,2
1325,1
1326,0
1327,0
1328,0
1329,0
1330,0
1331,3
1332,3
1333,0
1334,3
1335,2
1336,0
1337,1
1338,0
1339,1
1340,1
1341,3
1342,2
1343,3
1344,2
1345,3
1346,2
1347,1
1348,1
1349,0
1350,3
1351,3
1352,3
1353,3
1354,3
1355,2
1356,1
1357,1
1358,0
1359,2
1360,2
1361,3
1362,2
1363,1
1364,1
1365,2
1366,3
1367,0
1368,1
1369,0
1370,1
1371,0
1372,0
1373,1
1374,1
1375,2
1376,0
1377,1
1378,0
1379,1
1380,0
1381,0
1382,1
1383,3
1384,3
1385,2
1386,2
1387,2
1388,3
1389,3
1390,1
1391,2
1392,3
1393,2
1394,2
1395,0
1396,2
1397,0
1398,3
1399,0
1400,0
1401,3
1402,3
1403,1
1404,2
1405,0
1406,2
1407,2
1408,2
1409,3
1410,1
1411,1
1412,3
1413,1
1414,1
1415,1
1416,2
1417,0
1418,0
1419,1
1420,1
1421,3
1422,2
1423,0
1424,0
1425,3
1426,2
1427,1
1428,0
1429,3
1430,3
1431,1
1432,2
1433,1
1434,0
1435,1
1436,1
1437,1
1438,3
1439,0
1440,2
1441,0
1442,0
1443,3
1444,1
1445,3
1446,0
1447,2
1448,2
1449,3
1450,1
1451,3
1452,2
1453,2
1454,3
1455,0
1456,0
1457,0
1458,1
1459,3
1460,0
1461,0
1462,1
1463,2
1464,3
1465,0
1466,0
1467,0
1468,0
1469,3
1470,0
1471,0
1472,3
1473,0
1474,3
1475,3
1476,0
1477,0
1478,0
1479,0
1480,0
1481,1
1482,1
1483,1
1484,1
1485,2
1486,3
1487,1
1488,1
1489,2
1490,0
1491,3
1492,2
1493,1
1494,3
1495,1
1496,2
1497,0
1498,1
1499,3
1500,0
1501,1
1502,3
1503,1
1504,2
1505,0
1506,1
1507,0
1508,1
1509,1
1510,1
1511,2
1512,3
1513,3
1514,3
1515,1
1516,0
1517,2
1518,1
1519,3
1520,2
1521,3
1522,1
1523,1
1524,3
1525,0
1526,2
1527,1
1528,0
1529,3
1530,1
1531,2
1532,0
1533,0
1534,0
1535,1
1536,1
1537,2
1538,1
1539,0
1540,3
1541,0
1542,1
1543,3
1544,0
1545,1
1546,3
1547,3
1548,1
1549,1
1550,1
1551,1
1552,1
1553,3
1554,1
1555,2
1556,0
1557,3
1558,0
1559,1
1560,2
1561,0
1562,2
1563,2
1564,3
1565,0
1566,1
1567,2
1568,0
1569,1
1570,3
1571,2
1572,2
1573,2
1574,1
1575,3
1576,1
1577,0
1578,3
1579,1
1580,3
1581,1
1582,0
1583,0
1584,1
1585,3
1586,0
1587,2
1588,3
1589,3
1590,1
1591,2
1592,1
1593,2
1594,2
1595,0
1596,2
1597,3
1598,1
1599,0
1600,3
1601,1
1602,1
1603,1
1604,0
1605,1
1606,2
1607,1
1608,2
1609,2
1610,3
1611,3
1612,2
1613,0
1614,1
1615,2
1616,0
1617,0
1618,2
1619,3
1620,0
1621,0
1622,3
1623,1
1624,2
1625,2
1626,1
1627,0
1628,0
1629,0
1630,1
1631,2
1632,3
1633,1
1634,2
1635,0
1636,2
1637,1
1638,3
1639,3
1640,0
1641,1
1642,0
1643,2
1644,1
1645,3
1646,1
1647,3
1648,1
1649,1
1650,0
1651,0
1652,1
1653,1
1654,0
1655,2
1656,3
1657,3
1658,0
1659,0
1660,2
1661,0
1662,1
1663,2
1664,3
1665,2
1666,0
1667,3
1668,1
1669,0
1670,3
1671,0
1672,2
1673,1
1674,2
1675,0
1676,1
1677,1
1678,1
1679,2
1680,2
1681,1
1682,0
1683,2
1684,1
1685,3
1686,2
1687,3
1688,1
1689,2
1690,1
1691,3
1692,3
1693,3
1694,3
1695,1
1696,2
1697,1
1698,3
1699,2
1700,2
1701,3
1702,1
1703,1
1704,3
1705,1
1706,2
1707,0
1708,3
1709,2
1710,3
1711,2
1712,0
1713,2
1714,2
1715,1
1716,1
1717,3
1718,1
1719,0
1720,2
1721,3
1722,3
1723,2
1724,3
1725,0
1726,1
1727,0
1728,3
1729,0
1730,0
1731,2
1732,1
1733,0
1734,3
1735,1
1736,2
1737,1
1738,3
1739,2
1740,0
1741,1
1742,2
1743,0
1744,0
1745,3
1746,2
1747,3
1748,1
1749,2
1750,3
1751,0
1752,2
1753,2
1754,1
1755,2
1756,0
1757,3
1758,3
1759,1
1760,3
1761,2
1762,2
1763,3
1764,1
1765,0
1766,0
1767,1
1768,2
1769,0
1770,0
1771,0
1772,2
1773,3
1774,2
1775,0
1776,0
1777,0
1778,2
1779,3
1780,3
1781,3
1782,0
1783,0
1784,3
1785,0
1786,1
1787,3
1788,3
1789,1
1790,1
1791,1
1792,2
1793,3
1794,2
1795,2
1796,2
1797,3
1798,2
1799,1
1800,1
1801,1
1802,3
1803,0
1804,2
1805,2
1806,3
1807,3
1808,1
1809,0
1810,1
1811,3
1812,0
1813,3
1814,1
1815,3
1816,2
1817,3
1818,1
1819,3
1820,3
1821,2
1822,0
1823,2
1824,2
1825,2
1826,1
1827,1
1828,3
1829,3
1830,1
1831,1
1832,3
1833,2
1834,2
1835,0
1836,1
1837,0
1838,1
1839,3
1840,1
1841,3
1842,2
1843,1
1844,3
1845,0
1846,2
1847,2
1848,1
1849,1
1850,2
1851,0
1852,1
1853,0
1854,2
1855,3
1856,0
1857,2
1858,0
1859,0
1860,2
1861,1
1862,3
1863,2
1864,0
1865,3
1866,2
1867,2
1868,1
1869,3
1870,3
1871,2
1872,0
1873,1
1874,2
1875,3
1876,3
1877,3
1878,3
1879,1
1880,2
1881,1
1882,1
1883,0
1884,2
1885,0
1886,1
1887,3
1888,2
1889,0
1890,3
1891,0
1892,1
1893,3
1894,3
1895,2
1896,1
1897,1
1898,3
1899,0
1900,1
1901,1
1902,0
1903,0
1904,3
1905,0
1906,1
1907,2
1908,3
1909,0
1910,3
1911,2
1912,0
1913,0
1914,2
1915,2
1916,1
1917,1
1918,3
1919,2
1920,2
1921,1
1922,0
1923,2
1924,0
1925,0
1926,2
1927,3
1928,3
1929,2
1930,3
1931,0
1932,1
1933,3
1934,3
1935,3
1936,2
1937,2
1938,1
1939,3
1940,2
1941,3
1942,3
1943,0
1944,2
1945,3
1946,3
1947,3
1948,0
1949,1
1950,3
1951,3
1952,0
1953,2
1954,0
1955,1
1956,3
1957,1
1958,1
1959,1
1960,3
1961,3
1962,2
1963,0
1964,2
1965,3
1966,0
1967,2
1968,2
1969,3
1970,2
1971,0
1972,3
1973,3
1974,2
1975,0
1976,2
1977,0
1978,1
1979,3
1980,0
1981,0
1982,3
1983,0
1984,3
1985,1
1986,2
1987,3
1988,1
1989,1
1990,1
1991,1
1992,3
1993,1
1994,2
1995,0
1996,1
1997,3
1998,0
1999,3
2000,3
2001,0
2002,3
2003,2
2004,1
2005,2
2006,1
2007,3
2008,0
2009,1
2010,1
2011,0
2012,3
2013,2
2014,0
2015,0
2016,2
2017,1
2018,3
2019,0
2020,2
2021,1
2022,2
2023,1
2024,1
2025,0
2026,0
2027,3
2028,2
2029,1
2030,3
2031,1
2032,3
2033,2
2034,3
2035,1
2036,1
2037,3
2038,3
2039,0
2040,1
2041,0
2042,0
2043,1
2044,2
2045,0
2046,2
2047,1
2048,3
2049,2
2050,1
2051,3
2052,0
2053,2
2054,2
2055,3
2056,1
2057,1
2058,0
2059,0
2060,0
2061,0
2062,0
2063,0
2064,3
2065,1
2066,3
2067,2
2068,0
2069,0
2070,1
2071,3
2072,2
2073,2
2074,0
2075,1
2076,1
2077,2
2078,0
2079,1
2080,1
2081,1
2082,0
2083,0
2084,3
2085,3
2086,3
2087,0
2088,1
2089,0
2090,2
2091,3
2092,3
2093,3
2094,2
2095,1
2096,1
2097,2
2098,1
2099,3
2100,0
2101,2
2102,3
2103,3
2104,1
2105,3
2106,0
2107,1
2108,1
2109,1
2110,1
2111,1
2112,1
2113,0
2114,1
2115,1
2116,1
2117,0
2118,3
2119,0
2120,0
2121,3
2122,1
2123,1
2124,3
2125,0
2126,3
2127,0
2128,1
2129,2
2130,3
2131,0
2132,0
2133,0
2134,1
2135,2
2136,1
2137,1
2138,0
2139,3
2140,0
2141,3
2142,3
2143,1
2144,1
2145,1
2146,3
2147,3
2148,1
2149,2
2150,3
2151,3
2152,0
2153,3
2154,1
2155,0
2156,0
2157,3
2158,2
2159,2
2160,0
2161,3
2162,1
2163,0
2164,1
2165,0
2166,2
2167,1
2168,0
2169,1
2170,2
2171,0
2172,0
2173,1
2174,0
2175,1
2176,2
2177,0
2178,2
2179,1
2180,3
2181,3
2182,0
2183,3
2184,2
2185,1
2186,2
2187,0
2188,1
2189,0
2190,0
2191,0
2192,0
2193,1
2194,3
2195,1
2196,1
2197,1
2198,0
2199,2
2200,3
2201,0
2202,0
2203,1
2204,2
2205,1
2206,2
2207,2
2208,1
2209,2
2210,3
2211,1
2212,1
2213,0
2214,1
2215,1
2216,2
2217,2
2218,2
2219,2
2220,3
2221,3
2222,2
2223,2
2224,0
2225,1
2226,0
2227,2
2228,2
2229,2
2230,2
2231,1
2232,2
2233,2
2234,1
2235,0
2236,0
2237,1
2238,0
2239,3
2240,3
2241,1
2242,0
2243,1
2244,3
2245,2
2246,0
2247,3
2248,3
2249,2
2250,3
2251,3
2252,0
2253,3
2254,0
2255,3
2256,2
2257,0
2258,3
2259,1
2260,2
2261,1
2262,0
2263,1
2264,1
2265,3
2266,3
2267,1
2268,1
2269,3
2270,0
2271,3
2272,1
2273,1
2274,1
2275,3
2276,3
2277,0
2278,2
2279,0
2280,1
2281,0
2282,3
2283,3
2284,2
2285,0
2286,1
2287,1
2288,0
2289,2
2290,1
2291,3
2292,3
2293,2
2294,3
2295,3
2296,0
2297,1
2298,2
2299,0
2300,0
2301,0
2302,3
2303,1
2304,1
2305,0
2306,2
2307,3
2308,0
2309,1
2310,0
2311,1
2312,1
2313,3
2314,1
2315,2
2316,1
2317,2
2318,1
2319,1
2320,3
2321,1
2322,1
2323,3
2324,3
2325,1
2326,3
2327,3
2328,1
2329,2
2330,0
2331,2
2332,3
2333,2
2334,2
2335,2
2336,0
2337,3
2338,2
2339,0
2340,0
2341,3
2342,2
2343,2
2344,0
2345,2
2346,3
2347,3
2348,1
2349,1
2350,1
2351,0
2352,3
2353,1
2354,0
2355,3
2356,0
2357,1
2358,1
2359,3
2360,2
2361,2
2362,2
2363,3
2364,2
2365,2
2366,3
2367,3
2368,3
2369,2
2370,1
2371,2
2372,1
2373,0
2374,3
2375,1
2376,1
2377,3
2378,1
2379,3
2380,3
2381,2
2382,0
2383,3
2384,2
2385,2
2386,0
2387,1
2388,2
2389,3
2390,0
2391,3
2392,1
2393,2
2394,3
2395,2
2396,0
2397,0
2398,1
2399,3
2400,1
2401,3
2402,2
2403,1
2404,2
2405,2
2406,2
2407,0
2408,2
2409,0
2410,1
2411,2
2412,3
2413,2
2414,0
2415,2
2416,0
2417,0
2418,3
2419,2
2420,1
2421,3
2422,1
2423,1
2424,1
2425,2
2426,0
2427,3
2428,3
2429,0
2430,0
2431,3
2432,2
2433,2
2434,3
2435,1
2436,0
2437,0
2438,0
2439,0
2440,2
2441,2
2442,0
2443,1
2444,0
2445,3
2446,2
2447,1
2448,1
2449,1
2450,3
2451,1
2452,3
2453,2
2454,2
2455,1
2456,3
2457,2
2458,3
2459,1
2460,0
2461,2
2462,1
2463,3
2464,1
2465,0
2466,3
2467,2
2468,0
2469,0
2470,1
2471,2
2472,0
2473,3
2474,1
2475,1
2476,3
2477,3
2478,0
2479,0
2480,3
2481,2
2482,3
2483,3
2484,2
2485,2
2486,3
2487,1
2488,2
2489,2
2490,0
2491,3
2492,0
2493,1
2494,0
2495,0
2496,0
2497,0
2498,3
2499,1
2500,3
2501,3
2502,0
2503,1
2504,0
2505,0
2506,1
2507,0
2508,0
2509,1
2510,0
2511,1
2512,1
2513,1
2514,1
2515,3
2516,2
2517,2
2518,2
2519,1
2520,1
2521,0
2522,0
2523,2
2524,2
2525,1
2526,2
2527,1
2528,0
2529,0
2530,1
2531,3
2532,0
2533,1
2534,2
2535,3
2536,2
2537,1
2538,1
2539,3
2540,3
2541,2
2542,2
2543,3
2544,0
2545,1
2546,2
2547,3
2548,1
2549,1
2550,3
2551,0
2552,3
2553,1
2554,2
2555,0
2556,2
2557,2
2558,2
2559,0
2560,3
2561,1
2562,3
2563,3
2564,3
2565,1
2566,0
2567,1
2568,2
2569,3
2570,3
2571,2
2572,0
2573,2
2574,2
2575,0
2576,1
2577,3
2578,1
2579,3
2580,3
2581,2
2582,2
2583,1
2584,3
2585,1
2586,2
2587,2
2588,2
2589,3
2590,0
2591,2
2592,1
2593,1
2594,3
2595,3
2596,2
2597,0
2598,3
2599,3
2600,3
2601,2
2602,2
2603,3
2604,2
2605,1
2606,3
2607,0
2608,2
2609,3
2610,1
2611,2
2612,3
2613,2
2614,1
2615,3
2616,1
2617,3
2618,1
2619,0
2620,0
2621,0
2622,0
2623,0
2624,1
2625,3
2626,1
2627,3
2628,3
2629,3
2630,0
2631,0
2632,1
2633,0
2634,1
2635,3
2636,1
2637,3
2638,1
2639,1
2640,1
2641,0
2642,0
2643,1
2644,1
2645,0
2646,2
2647,3
2648,3
2649,0
2650,1
2651,1
2652,2
2653,0
2654,2
2655,1
2656,0
2657,3
2658,2
2659,0
2660,2
2661,3
2662,1
2663,0
2664,3
2665,3
2666,1
2667,3
2668,1
2669,2
2670,2
2671,0
2672,1
2673,3
2674,1
2675,2
2676,0
2677,3
2678,2
2679,3
2680,3
2681,0
2682,0
2683,3
2684,3
2685,0
2686,2
2687,2
2688,1
2689,3
2690,1
2691,3
2692,3
2693,3
2694,0
2695,0
2696,1
2697,1
2698,0
2699,3
2700,0
2701,3
2702,3
2703,2
2704,2
2705,0
2706,1
2707,2
2708,3
2709,1
2710,2
2711,0
2712,3
2713,0
2714,2
2715,3
2716,2
2717,3
2718,2
2719,3
2720,2
2721,3
2722,3
2723,2
2724,2
2725,3
2726,2
2727,1
2728,3
2729,2
2730,1
2731,1
2732,1
2733,0
2734,1
2735,3
2736,2
2737,3
2738,2
2739,3
2740,3
2741,2
2742,0
2743,2
2744,0
2745,0
2746,0
2747,0
2748,1
2749,3
2750,3
2751,3
2752,2
2753,1
2754,1
2755,2
2756,3
2757,2
2758,0
2759,2
2760,2
2761,1
2762,0
2763,0
2764,3
2765,0
2766,0
2767,2
2768,1
2769,0
2770,3
2771,1
2772,3
2773,3
2774,3
2775,3
2776,0
2777,3
2778,1
2779,1
2780,1
2781,3
2782,1
2783,0
2784,1
2785,3
2786,0
2787,0
2788,1
2789,0
2790,3
2791,0
2792,2
2793,1
2794,0
2795,3
2796,2
2797,2
2798,0
2799,0
2800,0
2801,3
2802,3
2803,0
2804,2
2805,2
2806,1
2807,2
2808,1
2809,3
2810,1
2811,0
2812,1
2813,3
2814,0
2815,3
2816,0
2817,2
2818,0
2819,1
2820,0
2821,2
2822,0
2823,1
2824,2
2825,3
2826,3
2827,0
2828,3
2829,0
2830,0
2831,0
2832,0
2833,3
2834,0
2835,2
2836,1
2837,3
2838,3
2839,2
2840,0
2841,2
2842,2
2843,3
2844,1
2845,1
2846,2
2847,1
2848,0
2849,0
2850,1
2851,0
2852,0
2853,1
2854,3
2855,0
2856,2
2857,1
2858,0
2859,1
2860,2
2861,3
2862,0
2863,0
2864,2
2865,3
2866,1
2867,0
2868,2
2869,3
2870,1
2871,2
2872,2
2873,1
2874,2
2875,0
2876,3
2877,3
2878,3
2879,2
2880,0
2881,3
2882,0
2883,0
2884,3
2885,0
2886,2
2887,3
2888,1
2889,3
2890,2
2891,1
2892,1
2893,0
2894,2
2895,3
2896,3
2897,1
2898,0
2899,1
2900,0
2901,1
2902,3
2903,2
2904,1
2905,3
2906,1
2907,3
2908,3
2909,1
2910,2
2911,0
2912,3
2913,1
2914,1
2915,0
2916,2
2917,0
2918,2
2919,3
2920,0
2921,3
2922,0
2923,0
2924,3
2925,1
2926,3
2927,3
2928,2
2929,3
2930,0
2931,1
2932,2
2933,2
2934,1
2935,3
2936,2
2937,0
2938,2
2939,0
2940,3
2941,1
2942,2
2943,2
2944,0
2945,1
2946,0
2947,3
2948,2
2949,3
2950,1
2951,1
2952,3
2953,0
2954,0
2955,3
2956,0
2957,3
2958,3
2959,1
2960,2
2961,3
2962,1
2963,2
2964,3
2965,0
2966,1
2967,1
2968,2
2969,0
2970,0
2971,0
2972,0
2973,3
2974,2
2975,1
2976,2
2977,0
2978,3
2979,2
2980,3
2981,1
2982,3
2983,1
2984,0
2985,0
2986,1
2987,3
2988,1
2989,2
2990,2
2991,2
2992,3
2993,0
2994,1
2995,2
2996,3
2997,2
